4239,4240,4241,4242,4243,4244,4245,4246,4247,4248,4249,4250,4251,4252,4253,4254,4255,4256
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
1,1,5,2,4,3,1,3,9,2,7,4,1,5,1,3,1,9
76,75,75,76,76,78,75,75,80,75,75,80,79,76,77,76,76,77
1.661e+05,1.779e+05,1.713e+05,1.857e+05,1.861e+05,2.17e+05,1.844e+05,1.344e+05,2.576e+05,1.597e+05,1.821e+05,2.615e+05,2.975e+05,1.907e+05,1.515e+05,1.684e+05,1.32e+05,1.405e+05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.344e+05,0,0,0
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74
1.4095e+05,1.744e+05,1.57e+05,1.5384e+05,1.5149e+05,1.5398e+05,1.8016e+05,1.2801e+05,1.5882e+05,1.569e+05,1.6386e+05,1.5978e+05,1.9244e+05,1.5063e+05,1.0799e+05,1.0504e+05,72254,69944
1.4296e+05,1.7512e+05,1.598e+05,1.5592e+05,1.5375e+05,1.5652e+05,1.808e+05,1.2954e+05,1.6139e+05,1.5888e+05,1.6684e+05,1.6282e+05,1.9365e+05,1.5325e+05,1.1062e+05,1.0799e+05,74295,71460
1.4538e+05,1.7783e+05,1.629e+05,1.5878e+05,1.5686e+05,1.6012e+05,1.8377e+05,1.3199e+05,1.652e+05,1.5927e+05,1.6966e+05,1.6555e+05,1.9677e+05,1.5677e+05,1.1339e+05,1.1228e+05,78065,74332
1.4814e+05,1.8041e+05,1.6624e+05,1.6115e+05,1.5962e+05,1.6259e+05,1.862e+05,1.3433e+05,1.6819e+05,1.6032e+05,1.7198e+05,1.6898e+05,1.9902e+05,1.5987e+05,1.1657e+05,1.1647e+05,83530,77725
1.5092e+05,1.8339e+05,1.6953e+05,1.6464e+05,1.6284e+05,1.6494e+05,1.8911e+05,1.3683e+05,1.7147e+05,1.6394e+05,1.7421e+05,1.7211e+05,2.0184e+05,1.6356e+05,1.1951e+05,1.2218e+05,88710,80746
1.5384e+05,1.8694e+05,1.7117e+05,1.6728e+05,1.6629e+05,1.6825e+05,1.9219e+05,1.3935e+05,1.744e+05,1.6713e+05,1.7773e+05,1.7518e+05,2.0497e+05,1.672e+05,1.2259e+05,1.2761e+05,94394,80929
